Date,Mortgage_Rate,AL,AL_monthly,GDP,CPI,Treasury,Credit_Availability,Corp_debt,Unemployment,BusinessConfidenceIndex
1976-06-01,8.9,2.2026571441927567,26.647846408730416,1875.1493333333333,56.7,0.84,0.0,629944.6666666666,7.6,101.0033
1976-07-01,8.98,2.187029163209296,26.457201254607043,1886.558,57.0,1.12,0.0,634701.0,7.8,100.6443
1976-08-01,9.0,2.1831514841421202,26.409896456413325,1902.463,57.3,1.16,0.0,640981.6666666666,7.8,100.3209
1976-09-01,8.97,2.188972380378566,26.480906891815458,1918.368,57.6,1.22,0.0,647262.3333333334,7.6,100.098
1976-10-01,8.9,2.2026571441927567,26.647846408730416,1934.273,57.9,1.39,0.0,653543.0,7.7,100.0021
1976-11-01,8.8,2.2224593913320096,26.88940199557692,1952.398,58.1,1.59,0.0,658764.3333333334,7.8,100.045
1976-12-01,8.78,2.2264559392557213,26.93815182743412,1970.523,58.4,1.47,0.0,663985.6666666666,7.8,100.2972
1977-01-01,8.73,2.2365005339478405,27.06067310279127,1988.648,58.7,1.22,0.0,669207.0,7.5,100.4464
1977-02-01,8.65,2.252731584888976,27.25864709878819,2011.0683333333334,59.3,1.37,0.0,670946.3333333334,7.6,100.6309
1977-03-01,8.7,2.2425640249241185,27.134632131250026,2033.4886666666666,59.6,1.41,0.0,672685.6666666666,7.4,100.8918
1977-04-01,8.78,2.2264559392557213,26.93815182743412,2055.909,60.0,1.31,0.0,674425.0,7.2,101.0322
1977-05-01,8.85,2.212520834966696,26.768169225355965,2076.7636666666667,60.2,1.2,0.0,682563.3333333334,7.0,101.1102
1977-06-01,8.88,2.2065936829453956,26.695866891346732,2097.6183333333333,60.5,1.12,0.0,690701.6666666666,7.2,100.9657
1977-07-01,8.93,2.1967745650124715,26.57608592846112,2118.473,60.8,0.92,0.0,698840.0,6.9,100.7632
1977-08-01,8.93,2.1967745650124715,26.57608592846112,2133.7386666666666,61.1,0.69,0.0,705541.0,7.0,100.4933
1977-09-01,8.9,2.2026571441927567,26.647846408730416,2149.0043333333333,61.3,0.59,0.0,712242.0,6.8,100.3749
1977-10-01,8.9,2.2026571441927567,26.647846408730416,2164.27,61.6,0.39,0.0,718943.0,6.8,100.5049
1977-11-01,8.93,2.1967745650124715,26.57608592846112,2177.1,62.0,0.44,0.0,725279.0,6.8,100.7547
1977-12-01,9.0,2.1831514841421202,26.409896456413325,2189.9300000000003,62.3,0.56,0.0,731615.0,6.4,100.9725
1978-01-01,9.05,2.1735080972142966,26.292252458155595,2202.76,62.7,0.47,0.0,737951.0,6.4,100.8892
1978-02-01,9.15,2.154436724357542,26.059584932146265,2245.717666666667,63.0,0.47,0.0,741642.0,6.3,100.7193
1978-03-01,9.25,2.1356479957808245,25.830357077913703,2288.675333333333,63.4,0.45,0.0,745333.0,6.3,100.7135
1978-04-01,9.43,2.102523504638374,25.426211671225293,2331.633,63.9,0.27,0.0,749024.0,6.1,100.9957
1978-05-01,9.68,2.0579511628250113,24.882368599616154,2352.7729999999997,64.5,0.3,0.0,756530.6666666666,6.0,101.3697
1978-06-01,9.73,2.049230780650697,24.775966006094716,2373.913,65.0,0.14,0.0,764037.3333333334,5.9,101.6347
1978-07-01,9.75,2.0457603798160795,24.733621455867997,2395.053,65.5,0.09,0.0,771544.0,6.2,101.7659
1978-08-01,9.8,2.0371284246820904,24.6282973072798,2422.3516666666665,65.9,-0.07,0.0,777431.6666666666,5.9,101.7152
1978-09-01,9.78,2.0405736794944747,24.670335154228646,2449.6503333333335,66.5,-0.14,0.0,783319.3333333334,6.0,101.6572
1978-10-01,9.88,2.0234469549806895,24.461360333083398,2476.949,67.1,-0.53,0.0,789207.0,5.8,101.6183
1978-11-01,10.28,1.957355820976437,23.654945752632532,2493.5026666666668,67.5,-0.69,0.0,791735.3333333334,5.9,101.58
1978-12-01,10.38,1.9414148815193226,23.46044783237985,2510.0563333333334,67.9,-0.83,0.0,794263.6666666666,6.0,101.4282
1979-01-01,10.4,1.9382537334736316,23.421878634504598,2526.61,68.5,-0.69,0.0,796792.0,5.9,101.2578
1979-02-01,10.4,1.9382537334736316,23.421878634504598,2548.1556666666665,69.2,-0.72,0.0,799499.0,5.9,101.1037
1979-03-01,10.45,1.9303898857522994,23.325932507596125,2569.7013333333334,69.9,-0.61,0.0,802206.0,5.8,100.9116
1979-04-01,10.53,1.917922619267698,23.173822885057128,2591.247,70.6,-0.56,0.0,804913.0,5.8,100.6257
1979-05-01,10.75,1.8843513233921008,22.7642466644342,2616.686333333333,71.4,-0.5,0.0,812115.0,5.6,100.27
1979-06-01,11.1,1.8330163294651858,22.138015623147044,2642.125666666667,72.2,-0.16,0.0,819317.0,5.7,99.9022
1979-07-01,11.08,1.8358834049263513,22.172988299216012,2667.565,73.0,-0.3,0.0,826519.0,5.7,99.57
1979-08-01,11.13,1.8287304532602706,22.085736993419328,2686.337666666667,73.7,-0.6,0.0,832718.0,6.0,99.30282
1979-09-01,11.35,1.7978323907298484,21.708869625942754,2705.110333333333,74.4,-0.66,0.0,838917.0,5.9,99.13361
1979-10-01,12.0,1.7117265931293144,20.658895354301205,2723.883,75.2,-1.34,0.0,845116.0,6.0,98.96733
1979-11-01,12.9,1.6040403215881684,19.346520982024042,2745.869333333333,76.0,-0.95,0.0,851227.6666666666,5.9,98.77229
1979-12-01,12.9,1.6040403215881684,19.346520982024042,2767.855666666667,76.9,-0.9,0.0,857339.3333333334,6.0,98.6135
1980-01-01,12.89,1.6051695657527016,19.360277755895225,2789.842,78.0,-0.62,0.0,863451.0,6.3,98.62623
1980-02-01,13.59,1.529456798746986,18.43822030557653,2792.345333333333,79.0,-2.01,0.0,868172.0,6.3,98.46581
1980-03-01,16.03,1.3103173842087525,15.773732869190543,2794.8486666666668,80.1,-1.99,0.0,872893.0,6.3,97.60511
1980-04-01,16.25,1.2934126853321366,15.56851123610253,2797.352,80.9,-0.05,0.0,877614.0,6.9,96.38105
1980-05-01,13.2,1.5708190558478228,18.941867938797078,2817.0623333333333,81.7,1.0,0.0,887643.0,7.5,95.3932
1980-06-01,12.35,1.668348015903181,20.130123834496153,2836.7726666666667,82.5,1.12,0.0,897672.0,7.6,95.35428
1980-07-01,12.18,1.6891690572594638,20.383908131135076,2856.483,82.6,1.04,0.0,907701.0,7.8,96.30575
1980-08-01,12.95,1.5984155638771418,19.278000461477234,2899.507666666667,83.2,0.19,0.0,915204.0,7.7,97.85606999999999
1980-09-01,13.43,1.5461836544580834,18.641871495271293,2942.532333333333,83.9,-0.27,0.0,922707.0,7.5,99.27046999999999
1980-10-01,14.0,1.4880661238483375,17.93443044030011,2985.557,84.7,-0.62,0.0,930210.0,7.5,100.2468
1980-11-01,14.28,1.460960616118666,17.604633517695596,3031.773333333333,85.6,-1.41,0.0,941650.3333333334,7.5,100.5201
1980-12-01,14.95,1.399655222529964,16.859103846346166,3077.989666666667,86.4,-0.63,0.0,953090.6666666666,7.2,100.0827
1981-01-01,15.07,1.3891749035922987,16.731710102240797,3124.206,87.2,-0.58,0.0,964531.0,7.5,99.50925
1981-02-01,15.3,1.3694894894788139,16.492470705432016,3136.9813333333336,88.0,-0.65,0.0,966745.3333333334,7.4,99.24152
1981-03-01,15.4,1.3610914979700448,16.39042792934924,3149.7566666666667,88.6,-0.04,0.0,968959.6666666666,7.4,99.3206
1981-04-01,15.77,1.3308363471606386,16.022899741713527,3162.532,89.1,-0.73,0.0,971174.0,7.2,99.56576
1981-05-01,16.8,1.25289246558265,15.076813771334145,3195.2243333333336,89.7,-0.9,0.0,980067.6666666666,7.5,99.67260999999999
1981-06-01,16.62,1.265887827123757,15.234473917929614,3227.9166666666665,90.5,-0.8,0.0,988961.3333333334,7.5,99.41108
1981-07-01,17.11,1.2310922632461274,14.812406135067043,3260.609,91.5,-1.17,0.0,997855.0,7.2,98.93945
1981-08-01,17.48,1.2059945219613935,14.50811974658972,3267.345333333333,92.2,-1.32,0.0,1008146.3333333334,7.4,98.44556
1981-09-01,18.36,1.15003961191159,13.830182079581617,3274.081666666667,93.1,-0.85,0.0,1018437.6666666666,7.6,97.73235
1981-10-01,18.44,1.1451974883752047,13.771546753210266,3280.818,93.4,0.04,0.0,1028729.0,7.9,97.06617
1981-11-01,17.21,1.2242121539637885,14.728978829737033,3278.646,93.8,0.77,0.0,1039585.6666666666,8.3,96.60503
1981-12-01,17.04,1.235951994917107,14.87134022828547,3276.474,94.1,0.35,0.0,1050442.3333333333,8.5,96.51103
1982-01-01,17.59,1.1987191128311458,14.419935951902257,3274.302,94.4,-0.1,0.0,1061299.0,8.6,96.54741
1982-02-01,17.52,1.2033392471534554,14.475934442001773,3293.5253333333335,94.7,-0.41,0.0,1067409.3333333333,8.9,96.54921
1982-03-01,17.04,1.235951994917107,14.87134022828547,3312.748666666667,94.7,-0.34,0.0,1073519.6666666667,9.0,96.47549000000001
1982-04-01,16.81,1.2521778731309376,15.068145249267856,3331.972,95.0,-0.12,0.0,1079630.0,9.3,96.42971
1982-05-01,16.63,1.2651592069462778,15.225633424280925,3343.422,95.9,0.09,0.0,1100431.6666666667,9.4,96.40111999999999
1982-06-01,16.73,1.2579162215920172,15.137758321657337,3354.8720000000003,97.0,-0.22,0.0,1121233.3333333333,9.6,96.5321
1982-07-01,16.65,1.2637043332950657,15.207981453490243,3366.322,97.5,0.51,0.0,1142035.0,9.8,96.63718
1982-08-01,15.88,1.322082401397755,15.916589353783847,3378.4016666666666,97.7,0.82,0.0,1160381.3333333333,9.8,96.69238
1982-09-01,15.19,1.378839187721221,16.60609105145238,3390.4813333333336,97.7,0.5,0.0,1178727.6666666667,10.1,96.75227
1982-10-01,14.15,1.4734316668331746,17.75635846844289,3402.561,98.1,0.86,0.0,1197074.0,10.4,96.87266
1982-11-01,13.77,1.5110294162648168,18.213903619444334,3426.1783333333333,98.0,0.83,0.0,1212880.3333333333,10.8,97.16144
1982-12-01,13.57,1.5315295991702917,18.463455083252516,3449.795666666667,97.7,0.88,0.0,1228686.6666666667,10.8,97.79113000000001
1983-01-01,13.1,1.58175338991239,19.075041443174744,3473.413,97.9,1.22,0.0,1244493.0,10.4,98.66582
1983-02-01,12.98,1.5950577924028762,19.23709776092225,3508.558,98.0,0.96,0.0,1269522.3333333333,10.4,99.58894000000001
1983-03-01,12.86,1.6085659274260007,19.40165395385852,3543.703,98.1,0.75,0.0,1294551.6666666667,10.3,100.0976
1983-04-01,12.73,1.6234345217753736,19.582803771373662,3578.848,98.8,0.92,0.0,1319581.0,10.2,100.4002
1983-05-01,12.68,1.629219346445768,19.653288142083408,3615.625,99.2,0.79,0.0,1338791.0,10.1,100.7572
1983-06-01,12.96,1.5972948879578792,19.264348819398347,3652.402,99.4,0.73,0.0,1358001.0,10.1,101.2451
1983-07-01,13.65,1.523268975385492,18.362891286269097,3689.179,99.8,0.73,0.0,1377211.0,9.4,101.8201
1983-08-01,13.78,1.510017557854731,18.201587462962262,3724.3546666666666,100.1,0.8,0.0,1388374.6666666667,9.5,102.1401
1983-09-01,13.65,1.523268975385492,18.362891286269097,3759.5303333333336,100.4,0.91,0.0,1399538.3333333333,9.2,102.3417
1983-10-01,13.43,1.5461836544580834,18.641871495271293,3794.706,100.8,1.13,0.0,1410702.0,8.8,102.6091
1983-11-01,13.43,1.5461836544580834,18.641871495271293,3832.4886666666666,101.1,0.96,0.0,1428381.6666666667,8.5,102.8395
1983-12-01,13.43,1.5461836544580834,18.641871495271293,3870.2713333333336,101.4,0.97,0.0,1446061.3333333333,8.3,102.7968
1984-01-01,13.29,1.561094766538827,18.823442834624874,3908.054,102.1,1.09,0.0,1463741.0,8.0,102.2353
1984-02-01,13.25,1.5654031487740334,18.87591024241607,3941.9030000000002,102.6,1.05,0.0,1480059.6666666667,7.8,101.807
1984-03-01,13.55,1.5336075242380556,18.488752760257047,3975.752,102.9,0.93,0.0,1496378.3333333333,7.8,101.5402
1984-04-01,13.73,1.5150892638361615,18.263320620237483,4009.601,103.3,0.93,0.0,1512697.0,7.7,101.4454
1984-05-01,14.08,1.4802280858111192,17.839053716590477,4034.484,103.5,0.91,0.0,1532553.6666666667,7.4,101.2497
1984-06-01,14.5,1.4402925226743226,17.35322945886713,4059.367,103.7,0.67,0.0,1552410.3333333333,7.2,100.9579
1984-07-01,14.67,1.4246873859090703,17.163451111500947,4084.25,104.1,0.34,0.0,1572267.0,7.5,100.5155
1984-08-01,14.38,1.4514988063085115,17.489533802269268,4105.683666666667,104.4,0.25,0.0,1602500.0,7.5,99.99011999999999
1984-09-01,14.26,1.4628665978250799,17.627820643147942,4127.117333333334,104.7,0.4,0.0,1632733.0,7.3,99.57101
1984-10-01,14.05,1.483158464023696,17.874710911789382,4148.551,105.1,0.7,0.0,1662966.0,7.4,99.4074
1984-11-01,13.42,1.5472401377228622,18.654735375612514,4175.756666666667,105.3,1.08,-49.666666666666664,1678887.6666666667,7.2,99.36313
1984-12-01,13.14,1.5773631514613629,19.021569500287487,4202.962333333333,105.5,1.53,-99.33333333333333,1694809.3333333333,7.3,99.35741
1985-01-01,12.96,1.5972948879578792,19.264348819398347,4230.168,105.7,1.27,-149.0,1710731.0,7.3,99.29842
1985-02-01,12.94,1.5995376617742785,19.291669551429884,4251.741,106.3,1.25,-21.0,1732034.0,7.2,99.15536999999999
1985-03-01,13.29,1.561094766538827,18.823442834624874,4273.313999999999,106.8,1.22,107.0,1753337.0,7.2,98.95116
1985-04-01,13.12,1.5795555074819656,19.048271563204796,4294.887,107.0,1.5,235.0,1774640.0,7.3,98.81668
1985-05-01,12.71,1.6257440048887055,19.610942967348006,4325.515666666666,107.2,1.36,550.6666666666667,1790794.3333333333,7.2,98.72993000000001
1985-06-01,12.15,1.6928916693928484,20.429285982947473,4356.144333333334,107.5,1.58,866.3333333333334,1806948.6666666667,7.4,98.73898
1985-07-01,12.03,1.7079297672571432,20.612607641229886,4386.773,107.7,1.56,1182.0,1823103.0,7.4,98.80515
1985-08-01,12.11,1.6978780129279993,20.490070077600638,4405.88,107.9,1.32,1117.3333333333333,1864049.3333333333,7.1,98.94896999999999
1985-09-01,12.17,1.6904083007539146,20.399014130143023,4424.987,108.1,1.43,1052.6666666666667,1904995.6666666667,7.1,99.20615
1985-10-01,12.07,1.7028906507340333,20.551176548676775,4444.094,108.5,1.31,988.0,1945942.0,7.1,99.43951
1985-11-01,11.58,1.7665022086172006,21.326779254708004,4465.3606666666665,109.0,1.13,621.3333333333333,1959566.6666666667,7.0,99.56913
1985-12-01,11.09,1.834448882365079,22.15548990693695,4486.627333333334,109.5,1.02,254.66666666666663,1973191.3333333333,7.0,99.56055
1986-01-01,10.89,1.8635183479749617,22.51009617367424,4507.894,109.9,1.09,-112.0,1986816.0,6.7,99.53886
1986-02-01,10.51,1.9210262686306443,23.211689345456726,4520.376,109.7,0.42,620.6666666666666,2010993.6666666667,7.2,99.50923
1986-03-01,10.1,1.9866279859565068,24.012108115253564,4532.858,109.1,0.47,1353.3333333333333,2035171.3333333333,7.2,99.4894
1986-04-01,9.86,2.026852464629843,24.502913309648875,4545.34,108.7,0.55,2086.0,2059349.0,7.1,99.49501
1986-05-01,10.38,1.9414148815193226,23.46044783237985,4566.116333333333,109.0,0.69,1833.6666666666667,2081334.0,7.2,99.55941
1986-06-01,10.62,1.9040637022952838,23.00473805379843,4586.892666666667,109.4,0.54,1581.3333333333333,2103319.0,7.2,99.44006999999999
1986-07-01,10.4,1.9382537334736316,23.421878634504598,4607.669,109.5,0.77,1329.0,2125304.0,7.0,99.37386
1986-08-01,9.93,2.014976165094419,24.3580023782449,4624.321666666667,109.6,1.01,520.6666666666666,2155147.6666666665,6.9,99.55391
1986-09-01,10.1,1.9866279859565068,24.012108115253564,4640.974333333334,110.0,1.07,-287.66666666666674,2184991.3333333335,7.0,99.64204000000001
1986-10-01,9.89,2.0217478937293585,24.440628911268163,4657.627,110.2,1.08,-1096.0,2214835.0,7.0,99.60774
1986-11-01,9.5,2.08987783795524,25.271919696160413,4679.136666666667,110.4,0.94,-66.0,2225464.6666666665,6.9,99.5957
1986-12-01,9.29,2.128210439447988,25.739614675631703,4700.646333333333,110.8,0.88,964.0,2236094.3333333335,6.6,99.69433000000001
1987-01-01,9.08,2.1677566837880984,26.22208717517507,4722.156,111.4,0.85,1994.0,2246724.0,6.6,99.94775
1987-02-01,9.07,2.16967094964103,26.245440663884356,4750.157333333334,111.8,0.84,2434.6666666666665,2267581.3333333335,6.6,100.1021
1987-03-01,9.03,2.1773567695156544,26.33920444765805,4778.158666666666,112.2,0.97,2875.3333333333335,2288438.6666666665,6.6,100.3269
1987-04-01,10.37,1.9429988168047267,23.479773504239105,4806.16,112.7,0.83,3316.0,2309296.0,6.3,100.5512
1987-05-01,10.7,1.8918906450676929,22.85622530035442,4832.291666666667,113.0,0.8,2586.3333333333335,2322956.3333333335,6.3,100.7702
1987-06-01,10.35,1.9461734306198193,23.518507243274595,4858.423333333333,113.5,0.9,1856.6666666666667,2336616.6666666665,6.2,100.9323
1987-07-01,10.27,1.9589624078602639,23.674548171433976,4884.555,113.8,1.03,1127.0,2350277.0,6.1,101.096
1987-08-01,10.33,1.9493570631576396,23.557351176581992,4925.701333333333,114.3,1.03,1284.3333333333333,2377423.0,6.0,101.3125
1987-09-01,11.02,1.8445321029996562,22.278487348864733,4966.847666666667,114.7,1.03,1441.6666666666667,2404569.0,5.9,101.4843
1987-10-01,10.97,1.8517941739689787,22.367074154078573,5007.994,115.0,1.3,1599.0,2431715.0,6.0,101.5473
1987-11-01,10.55,1.9148276944129015,23.136063074683587,5029.786666666667,115.4,1.26,1226.6666666666667,2450327.0,5.8,101.476
1987-12-01,10.61,1.9055949476767555,23.023419695120108,5051.579333333333,115.6,1.06,854.3333333333334,2468939.0,5.7,101.3538
1988-01-01,10.16,1.9767868295363236,23.892030972223495,5073.372,116.0,1.04,482.0,2487551.0,5.7,101.0232
1988-02-01,9.87,2.025148477074122,24.482121780739472,5112.26,116.2,1.03,802.3333333333333,2507586.0,5.7,100.6953
1988-03-01,9.99,2.004891618283302,24.23495400669599,5151.148,116.5,1.16,1122.6666666666665,2527621.0,5.7,100.5052
1988-04-01,10.28,1.957355820976437,23.654945752632532,5190.036,117.2,1.14,1443.0,2547656.0,5.4,100.5519
1988-05-01,10.58,1.9102015956413394,23.079622484728596,5220.969,117.5,0.99,1806.6666666666667,2565831.6666666665,5.6,100.7337
1988-06-01,10.4,1.9382537334736316,23.421878634504598,5251.902,118.0,0.8,2170.3333333333335,2584007.3333333335,5.4,100.9675
1988-07-01,10.49,1.924138674630652,23.249662843151654,5282.835,118.5,0.73,2534.0,2602183.0,5.4,100.9407
1988-08-01,10.67,1.8964395780614698,22.91172237775602,5321.726333333333,119.0,0.54,2199.3333333333335,2629586.0,5.6,100.719
1988-09-01,10.42,1.935101521273552,23.38341863300209,5360.617666666667,119.5,0.44,1864.6666666666665,2656989.0,5.4,100.5296
1988-10-01,10.22,1.9670297517816053,23.772980585582705,5399.509,119.9,0.4,1530.0,2684392.0,5.4,100.4956
1988-11-01,10.39,1.9398331884539162,23.44114955906525,5436.757,120.3,0.22,1832.0,2703227.3333333335,5.3,100.5151
1988-12-01,10.77,1.8813502866640999,22.7276348996593,5474.005,120.7,0.0,2134.0,2722062.6666666665,5.3,100.4946
1989-01-01,10.6,1.9071283423979888,23.042127615659236,5511.253,121.2,-0.11,2436.0,2740898.0,5.4,100.3517
1989-02-01,10.78,1.8798529012837164,22.709367337586468,5544.989666666666,121.6,-0.23,2844.3333333333335,2760573.0,5.2,100.1241
1989-03-01,11.19,1.8202114046725382,21.981824889517355,5578.726333333333,122.2,-0.43,3252.6666666666665,2780248.0,5.0,99.82473
1989-04-01,11.03,1.8430856874723347,22.26084339823228,5612.463,123.1,-0.2,3661.0,2799923.0,5.2,99.53631
1989-05-01,10.5,1.9225813750375436,23.230662690374857,5640.097,123.7,-0.22,4110.0,2819092.3333333335,5.2,99.13468
1989-06-01,10.07,1.9915803881681222,24.072535259979237,5667.731,124.1,0.02,4559.0,2838261.6666666665,5.3,98.73236999999999
1989-07-01,9.81,2.0354095467597495,24.60732412062558,5695.365,124.5,0.29,5008.0,2857431.0,5.2,98.43771
1989-08-01,10.21,1.968650132301797,23.792751491327277,5712.655666666667,124.5,-0.16,4633.0,2889285.3333333335,5.2,98.31413
1989-09-01,10.16,1.9767868295363236,23.892030972223495,5729.946333333333,124.8,-0.15,4258.0,2921139.6666666665,5.3,98.3646
1989-10-01,9.82,2.033693162234395,24.58638135016333,5747.237,125.4,0.07,3883.0,2952994.0,5.3,98.47801
1989-11-01,9.74,2.047494317005637,24.754778324805894,5789.058333333333,125.9,0.09,4157.666666666667,2985982.0,5.4,98.57809
1989-12-01,9.78,2.0405736794944747,24.670335154228646,5830.879666666667,126.3,0.06,4432.333333333333,3018970.0,5.4,98.68725
1990-01-01,10.05,1.9948938570407029,24.112964909100487,5872.701,127.5,0.15,4707.0,3051958.0,5.4,98.82642
1990-02-01,10.31,1.9525497478209108,23.596305706248426,5901.81,128.0,0.08,3222.666666666667,3082556.6666666665,5.3,99.03891999999999
1990-03-01,10.22,1.9670297517816053,23.772980585582705,5930.919,128.6,0.01,1738.3333333333335,3113155.3333333335,5.2,99.20685999999999
1990-04-01,10.56,1.9132834936735716,23.117223042675022,5960.028,128.9,0.08,254.0,3143754.0,5.4,99.2597
1990-05-01,10.33,1.9493570631576396,23.557351176581992,5978.390666666667,129.1,0.1,614.3333333333333,3173607.0,5.4,99.18343
1990-06-01,10.15,1.9784211581366957,23.911972222262147,5996.753333333333,129.9,0.19,974.6666666666666,3203460.0,5.2,98.98992
1990-07-01,9.98,2.00656632301313,24.255388192253854,6015.116,130.5,0.45,1335.0,3233313.0,5.5,98.68245
1990-08-01,10.24,1.9637959152915332,23.73352335113889,6011.655,131.6,0.79,1164.6666666666667,3277148.6666666665,5.7,98.3827
1990-09-01,10.22,1.9670297517816053,23.772980585582705,6008.194,132.5,0.8,994.3333333333333,3320984.3333333335,5.9,98.06229
1990-10-01,10.17,1.9751548364269012,23.87211824287653,6004.733,133.4,0.88,824.0,3364820.0,5.9,97.7317
1990-11-01,9.9,2.020051288710045,24.41992745999804,6014.881333333334,133.7,0.73,1644.0,3398276.3333333335,6.2,97.40628000000001
1990-12-01,9.68,2.0579511628250113,24.882368599616154,6025.029666666666,134.2,0.93,2464.0,3431732.6666666665,6.3,97.14877
1991-01-01,9.61,2.070267152653901,25.03264244117748,6035.178,134.7,0.98,3284.0,3465189.0,6.4,96.97386999999999
1991-02-01,9.29,2.128210439447988,25.739614675631703,6065.739333333333,134.8,0.98,3681.6666666666665,3489455.3333333335,6.6,96.99493000000001
1991-03-01,9.52,2.086288659596392,25.228127122198376,6096.300666666667,134.8,1.03,4079.3333333333335,3513721.6666666665,6.8,97.24443000000001
1991-04-01,9.53,2.0844980235126114,25.20627900955163,6126.862,135.1,1.22,4477.0,3537988.0,6.7,97.69718
1991-05-01,9.45,2.0988971374502396,25.38196596428764,6153.220333333334,135.6,1.38,3292.333333333333,3580426.3333333335,6.9,98.30886
1991-06-01,9.67,2.059702885620275,24.903742357794457,6179.578666666666,136.0,1.34,2107.6666666666665,3622864.6666666665,6.9,99.02848
1991-07-01,9.5,2.08987783795524,25.271919696160413,6205.937,136.2,1.39,923.0,3665303.0,6.8,99.56333000000001
1991-08-01,9.15,2.154436724357542,26.059584932146265,6225.471333333333,136.6,1.46,970.0,3710768.0,6.9,99.94424000000001
1991-09-01,8.92,2.1987324685122966,26.599970146817565,6245.005666666667,137.0,1.48,1017.0,3756233.0,6.9,100.0572
1991-10-01,8.91,2.200693326334044,26.623890284255275,6264.54,137.2,1.77,1064.0,3801698.0,7.0,99.77213
1991-11-01,8.7,2.2425640249241185,27.134632131250026,6297.394,137.8,2.0,2668.666666666667,3828228.0,7.0,99.27264
1991-12-01,8.35,2.315398395394257,28.022905146429164,6330.248,138.2,1.94,4273.333333333334,3854758.0,7.3,98.94275
1992-01-01,8.68,2.246621757602243,27.184125273644607,6363.102,138.3,2.2,5878.0,3881288.0,7.3,99.06855
1992-02-01,8.83,2.216487233003252,26.8165526561218,6398.989,138.6,2.0,6581.333333333333,3915744.0,7.4,99.57008
1992-03-01,8.98,2.187029163209296,26.457201254607043,6434.876,139.1,1.94,7284.666666666667,3950200.0,7.4,99.98626999999999
1992-04-01,8.85,2.212520834966696,26.768169225355965,6470.763,139.4,2.15,7988.0,3984656.0,7.4,100.1696
1992-05-01,8.6,2.262976976128832,27.38360722629024,6502.722333333333,139.7,2.14,10274.333333333334,4011311.0,7.6,100.2912
1992-06-01,8.43,2.298403821204516,27.81566397655454,6534.681666666666,140.1,2.31,12560.666666666668,4037966.0,7.8,100.2138
1992-07-01,8.05,2.381037560682516,28.823206414663005,6566.641,140.5,2.3,14847.0,4064621.0,7.7,100.0575
1992-08-01,8.01,2.390023632446656,28.932749963158432,6604.695,140.8,2.47,8977.666666666668,4102083.6666666665,7.6,99.81163000000001
